url_path,views_total,views_unique
/sayantikabanik/capstone_isb,30,4
/sayantikabanik/capstone_isb/actions,5,1
/sayantikabanik/capstone_isb/actions/runs/4061174921/jobs/6990953286,5,1
/sayantikabanik/capstone_isb/tree/github-repo-stats,5,1
/sayantikabanik/capstone_isb/tree/main/analysis_framework,5,1
/sayantikabanik/capstone_isb/tree/main/.github/workflows,5,1
/sayantikabanik/capstone_isb/branches,4,1
/sayantikabanik/capstone_isb/actions/runs/4061174921,3,1
/sayantikabanik/capstone_isb/blob/main/.github/workflows/github-repo-stats.yml,3,1
/sayantikabanik/capstone_isb/pulls,3,1
