url_path,views_total,views_unique
/sayantikabanik/capstone_isb,4,2
/sayantikabanik/capstone_isb/blob/main/analysis_framework/data/catalog.yml,1,1
/sayantikabanik/capstone_isb/tree/main/analysis_framework,1,1
/sayantikabanik/capstone_isb/tree/main/analysis_framework/data,1,1
