url_path,views_total,views_unique
/sayantikabanik/capstone_isb,4,3
/sayantikabanik/capstone_isb/edit/main/README.md,2,1
/sayantikabanik/capstone_isb/actions,1,1
/sayantikabanik/capstone_isb/branches,1,1
/sayantikabanik/capstone_isb/commits/main,1,1
/sayantikabanik/capstone_isb/wiki,1,1
