url_path,views_total,views_unique
/sayantikabanik/capstone_isb,5,4
/sayantikabanik/capstone_isb/issues,2,1
/sayantikabanik/capstone_isb/actions,1,1
/sayantikabanik/capstone_isb/blob/main/weekly_reports/Approach_assumptions.docx,1,1
/sayantikabanik/capstone_isb/branches,1,1
/sayantikabanik/capstone_isb/commits,1,1
/sayantikabanik/capstone_isb/issues/31,1,1
/sayantikabanik/capstone_isb/tree/main/weekly_reports,1,1
