time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-23 00:00:00+00:00,,,34.0,1.0
2023-04-25 00:00:00+00:00,,,20.0,2.0
2023-05-01 00:00:00+00:00,1.0,1.0,,
2023-05-03 00:00:00+00:00,,,2.0,2.0
