url_path,views_total,views_unique
/sayantikabanik/DataJourney/blob/main/.github/workflows/static.yml,139,1
/sayantikabanik/DataJourney/actions/workflows/static.yml,98,1
/sayantikabanik/DataJourney,78,6
/sayantikabanik/DataJourney/tree/main/.github/workflows,69,1
/sayantikabanik/DataJourney/edit/main/.github/workflows/static.yml,67,1
/sayantikabanik/DataJourney/tree/main/.github,65,1
/sayantikabanik/DataJourney/actions,50,1
/sayantikabanik/DataJourney/actions/workflows/pages/pages-build-deployment,38,1
/sayantikabanik/DataJourney/deployments/github-pages,35,1
/sayantikabanik/DataJourney/tree/github-repo-stats,21,1
