time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-31 00:00:00+00:00,5,1,61.0,3.0
2024-08-01 00:00:00+00:00,20,7,56.0,1.0
2024-08-02 00:00:00+00:00,26,7,241.0,2.0
2024-08-03 00:00:00+00:00,7,4,49.0,1.0
2024-08-04 00:00:00+00:00,4,2,42.0,7.0
2024-08-05 00:00:00+00:00,8,4,4.0,3.0
2024-08-06 00:00:00+00:00,2,1,,
2024-08-07 00:00:00+00:00,2,1,1.0,1.0
2024-08-08 00:00:00+00:00,6,3,31.0,2.0
2024-08-09 00:00:00+00:00,7,3,,
2024-08-10 00:00:00+00:00,11,4,19.0,1.0
2024-08-11 00:00:00+00:00,2,1,34.0,2.0
2024-08-12 00:00:00+00:00,7,3,,
2024-08-13 00:00:00+00:00,4,2,1.0,1.0
