referrer,views_total,views_unique
news.hada.io,530,363
github.com,57,6
habr.com,24,4
Google,10,7
sayantikabanik.github.io,6,3
com.google.android.gm,3,3
mail.google.com,3,3
l.facebook.com,2,2
beta.stoopinbox.com,2,1
sujitpal.blogspot.com,1,1
