time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-28 00:00:00+00:00,,,5.0,1.0
2024-07-29 00:00:00+00:00,1.0,1.0,,
2024-07-30 00:00:00+00:00,,,9.0,1.0
2024-07-31 00:00:00+00:00,5.0,1.0,61.0,3.0
2024-08-01 00:00:00+00:00,20.0,7.0,56.0,1.0
2024-08-02 00:00:00+00:00,26.0,7.0,241.0,2.0
2024-08-03 00:00:00+00:00,7.0,4.0,49.0,1.0
2024-08-04 00:00:00+00:00,4.0,2.0,42.0,7.0
2024-08-05 00:00:00+00:00,8.0,4.0,4.0,3.0
2024-08-06 00:00:00+00:00,2.0,1.0,,
2024-08-07 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-08-08 00:00:00+00:00,6.0,3.0,31.0,2.0
2024-08-09 00:00:00+00:00,7.0,3.0,,
2024-08-10 00:00:00+00:00,9.0,4.0,19.0,1.0
