referrer,views_total,views_unique
github.com,76,1
news.hada.io,30,19
habr.com,21,2
linkedin.com,20,1
com.linkedin.android,15,3
Google,7,3
sayantikabanik.substack.com,5,1
news.dataelixir.com,4,4
mail.google.com,3,2
com.google.android.gm,1,1
