url_path,views_total,views_unique
/sayantikabanik/DataJourney,53,16
/sayantikabanik/DataJourney/pull/45,30,15
/sayantikabanik/DataJourney/tree/main/analytics_framework,22,4
/sayantikabanik/DataJourney/edit/main/README.md,21,1
/sayantikabanik/DataJourney/blob/main/README.md,18,1
/sayantikabanik/DataJourney/pulls,17,1
/sayantikabanik/DataJourney/tree/main/analytics_framework/ai_modeling,13,3
/sayantikabanik/DataJourney/issues,11,2
/sayantikabanik/DataJourney/pull/48,9,2
/sayantikabanik/DataJourney/pull/45/files,7,5
