referrer,views_total,views_unique
com.google.android.gm,38,27
github.com,36,8
mail.google.com,23,19
Google,17,8
linkedin.com,17,6
com.linkedin.android,6,5
global2024.pydata.org,4,3
urlsand.esvalabs.com,1,1
pretalx.com,1,1
links.rediff.com,1,1
