url_path,views_total,views_unique
/sayantikabanik/DataJourney/blob/github-repo-stats/sayantikabanik/DataJourney/latest-report/report.pdf,3,1
/sayantikabanik/DataJourney,2,1
/sayantikabanik/DataJourney/actions/runs/4410648079,1,1
/sayantikabanik/DataJourney/blob/github-repo-stats/sayantikabanik/capstone_isb/latest-report/report.pdf,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/capstone_isb,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/capstone_isb/latest-report,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney/ghrs-data,1,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney/latest-report,1,1
