url_path,views_total,views_unique
/sayantikabanik/DataJourney/blob/main/.github/workflows/static.yml,69,1
/sayantikabanik/DataJourney/actions/workflows/static.yml,56,1
/sayantikabanik/DataJourney,49,5
/sayantikabanik/DataJourney/edit/main/.github/workflows/static.yml,37,1
/sayantikabanik/DataJourney/actions/workflows/pages/pages-build-deployment,36,1
/sayantikabanik/DataJourney/tree/main/.github/workflows,31,1
/sayantikabanik/DataJourney/tree/main/.github,29,1
/sayantikabanik/DataJourney/actions,25,1
/sayantikabanik/DataJourney/blob/main/README.md,19,1
/sayantikabanik/DataJourney/deployments/github-pages,16,1
