referrer,views_total,views_unique
news.hada.io,521,357
github.com,52,7
habr.com,24,4
Google,10,7
linkedin.com,10,1
sayantikabanik.github.io,6,3
com.google.android.gm,3,3
mail.google.com,3,3
l.facebook.com,2,2
com.linkedin.android,2,2
