url_path,views_total,views_unique
/sayantikabanik/DataJourney,20,4
/sayantikabanik/DataJourney/blob/main/.github/workflows/test_wily.yml,10,1
/sayantikabanik/DataJourney/blob/main/README.md,10,1
/sayantikabanik/DataJourney/tree/main/analytics_framework,10,1
/sayantikabanik/DataJourney/actions/runs/9595254327,9,1
/sayantikabanik/DataJourney/commits/main,9,1
/sayantikabanik/DataJourney/edit/main/README.md,8,1
/sayantikabanik/DataJourney/issues,8,1
/sayantikabanik/DataJourney/tree/main/analytics_framework/intake,8,1
/sayantikabanik/DataJourney/tree/main/.github/workflows,8,1
