time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-01 00:00:00+00:00,1.0,1.0,,
2024-07-02 00:00:00+00:00,1.0,1.0,8.0,2.0
2024-07-03 00:00:00+00:00,24.0,7.0,53.0,1.0
2024-07-05 00:00:00+00:00,7.0,3.0,8.0,1.0
2024-07-06 00:00:00+00:00,4.0,2.0,,
2024-07-07 00:00:00+00:00,,,27.0,1.0
2024-07-08 00:00:00+00:00,1.0,1.0,7.0,1.0
2024-07-09 00:00:00+00:00,1.0,1.0,5.0,2.0
2024-07-10 00:00:00+00:00,3.0,2.0,23.0,3.0
2024-07-11 00:00:00+00:00,25.0,4.0,94.0,1.0
2024-07-12 00:00:00+00:00,6.0,2.0,10.0,1.0
2024-07-13 00:00:00+00:00,4.0,1.0,17.0,2.0
2024-07-14 00:00:00+00:00,4.0,2.0,,
