time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-07 00:00:00+00:00,2,2,,
2024-06-08 00:00:00+00:00,3,3,,
2024-06-09 00:00:00+00:00,2,2,,
2024-06-10 00:00:00+00:00,4,3,,
2024-06-11 00:00:00+00:00,8,5,,
2024-06-12 00:00:00+00:00,3,3,,
2024-06-13 00:00:00+00:00,18,5,27.0,1.0
2024-06-14 00:00:00+00:00,11,5,32.0,1.0
2024-06-15 00:00:00+00:00,3,2,,
2024-06-16 00:00:00+00:00,2,1,,
2024-06-17 00:00:00+00:00,14,7,45.0,1.0
2024-06-18 00:00:00+00:00,6,3,,
2024-06-19 00:00:00+00:00,2,2,12.0,1.0
2024-06-20 00:00:00+00:00,12,6,38.0,1.0
