url_path,views_total,views_unique
/sayantikabanik/DataJourney,9,2
/sayantikabanik/DataJourney/blob/github-repo-stats/sayantikabanik/DataJourney/latest-report/report.pdf,4,1
/sayantikabanik/DataJourney/tree/main/analytics_framework,3,2
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik,3,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/capstone_isb,3,1
/sayantikabanik/DataJourney/blob/main/analytics_framework/intake/catalog_entry.yml,2,2
/sayantikabanik/DataJourney/tree/main/output,2,2
/sayantikabanik/DataJourney/tree/github-repo-stats,2,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney,2,1
/sayantikabanik/DataJourney/actions/runs/4069828139,1,1
