url_path,views_total,views_unique
/sayantikabanik/DataJourney,15,4
/sayantikabanik/DataJourney/tree/main/.github/workflows,8,2
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik,8,1
/sayantikabanik/DataJourney/tree/main/.github,7,2
/sayantikabanik/DataJourney/blob/main/README.md,6,1
/sayantikabanik/DataJourney/tree/main,5,2
/sayantikabanik/DataJourney/tree/github-repo-stats,5,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney,5,1
/sayantikabanik/DataJourney/tree/github-repo-stats/sayantikabanik/DataJourney/ghrs-data,5,1
/sayantikabanik/DataJourney/blob/github-repo-stats/sayantikabanik/DataJourney/latest-report/report_for_pdf.html,4,1
