referrer,views_total,views_unique
com.google.android.gm,38,27
github.com,32,8
mail.google.com,21,17
Google,20,10
linkedin.com,6,4
global2024.pydata.org,4,3
com.linkedin.android,3,3
canva.com,2,2
mail.qq.com,1,1
bsky.app,1,1
