referrer,views_total,views_unique
com.google.android.gm,39,28
github.com,26,9
mail.google.com,24,20
Google,17,8
linkedin.com,17,6
com.linkedin.android,7,6
global2024.pydata.org,3,2
beta.stoopinbox.com,2,1
pretalx.com,1,1
links.rediff.com,1,1
