referrer,views_total,views_unique
github.com,64,9
Google,10,4
com.linkedin.android,10,3
news.hada.io,6,4
news.dataelixir.com,5,5
habr.com,4,2
sayantikabanik.substack.com,4,1
linkedin.com,2,2
github.blog,2,1
com.google.android.gm,1,1
