referrer,views_total,views_unique
news.hada.io,533,367
github.com,62,6
habr.com,24,4
Google,10,7
sayantikabanik.github.io,5,2
mail.google.com,3,2
l.facebook.com,2,2
com.google.android.gm,2,2
facebook.com,1,1
coda.io,1,1
