referrer,views_total,views_unique
github.com,91,3
global2024.pydata.org,19,12
airmeet.com,14,9
canva.com,11,2
Google,7,6
sayantikabanik.github.io,2,2
bsky.app,1,1
syncpilot.atlassian.net,1,1
com.linkedin.android,1,1
