url_path,views_total,views_unique
/sayantikabanik/DataJourney,32,12
/sayantikabanik/DataJourney/tree/main/.github,8,2
/sayantikabanik/DataJourney/blob/main/README.md,6,2
/sayantikabanik/DataJourney/tree/main/analytics_framework,5,2
/sayantikabanik/DataJourney/actions/workflows/pages/pages-build-deployment,5,1
/sayantikabanik/DataJourney/actions/workflows/static.yml,5,1
/sayantikabanik/DataJourney/tree/main/.github/workflows,5,1
/sayantikabanik/DataJourney/blob/main/analytics_framework/pipeline/process.py,4,2
/sayantikabanik/DataJourney/actions,4,1
/sayantikabanik/DataJourney/actions/runs/10223475545,4,1
