referrer,views_total,views_unique
github.com,70,5
global2024.pydata.org,15,10
airmeet.com,14,9
canva.com,10,2
Google,6,5
sayantikabanik.github.io,2,2
bsky.app,1,1
syncpilot.atlassian.net,1,1
com.linkedin.android,1,1
