url_path,views_total,views_unique
/sayantikabanik/DataJourney/blob/main/.github/workflows/static.yml,77,1
/sayantikabanik/DataJourney/actions/workflows/static.yml,58,1
/sayantikabanik/DataJourney,56,6
/sayantikabanik/DataJourney/edit/main/.github/workflows/static.yml,39,1
/sayantikabanik/DataJourney/tree/main/.github/workflows,39,1
/sayantikabanik/DataJourney/actions/workflows/pages/pages-build-deployment,36,1
/sayantikabanik/DataJourney/tree/main/.github,33,1
/sayantikabanik/DataJourney/actions,26,1
/sayantikabanik/DataJourney/blob/main/README.md,21,1
/sayantikabanik/DataJourney/deployments/github-pages,16,1
