time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-17 00:00:00+00:00,9,3,30,2
2024-09-18 00:00:00+00:00,5,3,32,3
2024-09-19 00:00:00+00:00,2,2,16,2
2024-09-20 00:00:00+00:00,4,2,9,3
2024-09-21 00:00:00+00:00,2,2,3,1
2024-09-22 00:00:00+00:00,6,4,1,1
2024-09-23 00:00:00+00:00,3,2,5,1
2024-09-24 00:00:00+00:00,1,1,17,2
2024-09-25 00:00:00+00:00,3,2,3,2
2024-09-26 00:00:00+00:00,3,3,11,4
2024-09-27 00:00:00+00:00,1,1,9,3
2024-09-28 00:00:00+00:00,2,2,10,3
2024-09-29 00:00:00+00:00,3,3,32,4
2024-09-30 00:00:00+00:00,3,2,2,1
