referrer,views_total,views_unique
github.com,50,5
linkedin.com,13,4
news.hada.io,10,7
Google,7,4
com.linkedin.android,4,2
sayantikabanik.com,4,1
sayantikabanik.github.io,1,1
mail.google.com,1,1
