url_path,views_total,views_unique
/sayantikabanik/DataJourney,54,12
/sayantikabanik/DataJourney/tree/main/.github,31,2
/sayantikabanik/DataJourney/tree/main/.github/workflows,28,1
/sayantikabanik/DataJourney/actions/workflows/static.yml,17,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/static.yml,16,1
/sayantikabanik/DataJourney/actions,13,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/code-complexity-check.yml,12,1
/sayantikabanik/DataJourney/blob/main/README.md,10,2
/sayantikabanik/DataJourney/pulls,9,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/github-repo-stats.yml,8,1
