time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-04 00:00:00+00:00,6,4,,
2024-10-05 00:00:00+00:00,4,2,2.0,1.0
2024-10-06 00:00:00+00:00,4,3,8.0,2.0
2024-10-07 00:00:00+00:00,5,3,,
2024-10-08 00:00:00+00:00,26,3,63.0,2.0
2024-10-09 00:00:00+00:00,11,4,34.0,2.0
2024-10-10 00:00:00+00:00,2,2,6.0,4.0
2024-10-11 00:00:00+00:00,2,2,3.0,2.0
2024-10-12 00:00:00+00:00,2,2,,
2024-10-13 00:00:00+00:00,3,2,,
2024-10-14 00:00:00+00:00,3,2,2.0,1.0
2024-10-15 00:00:00+00:00,2,2,3.0,2.0
2024-10-16 00:00:00+00:00,1,1,8.0,2.0
2024-10-17 00:00:00+00:00,1,1,5.0,1.0
