url_path,views_total,views_unique
/sayantikabanik/DataJourney,24,2
/sayantikabanik/DataJourney/actions,17,1
/sayantikabanik/DataJourney/tree/github-repo-stats,10,1
/sayantikabanik/DataJourney/actions/workflows/github-repo-stats.yml,8,1
/sayantikabanik/DataJourney/blob/main/.github/workflows/github-repo-stats.yml,5,1
/sayantikabanik/DataJourney/commits/main,5,1
/sayantikabanik/DataJourney/tree/main,5,1
/sayantikabanik/DataJourney/tree/main/.github,5,1
/sayantikabanik/DataJourney/tree/main/.github/workflows,5,1
/sayantikabanik/DataJourney/blob/github-repo-stats/sayantikabanik/DataJourney/latest-report/report.pdf,4,1
