time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-02 00:00:00+00:00,1,1,2.0,2.0
2024-11-03 00:00:00+00:00,4,3,2.0,1.0
2024-11-04 00:00:00+00:00,3,3,12.0,4.0
2024-11-05 00:00:00+00:00,4,3,6.0,2.0
2024-11-06 00:00:00+00:00,1,1,,
2024-11-07 00:00:00+00:00,3,3,1.0,1.0
2024-11-08 00:00:00+00:00,3,2,1.0,1.0
2024-11-09 00:00:00+00:00,2,2,,
2024-11-10 00:00:00+00:00,5,3,,
2024-11-11 00:00:00+00:00,3,2,14.0,1.0
2024-11-12 00:00:00+00:00,3,2,10.0,1.0
2024-11-13 00:00:00+00:00,2,2,3.0,1.0
2024-11-14 00:00:00+00:00,5,3,22.0,1.0
2024-11-15 00:00:00+00:00,8,4,14.0,3.0
