url_path,views_total,views_unique
/sayantikabanik/DataJourney,120,18
/sayantikabanik/DataJourney/actions/workflows/CI.yml,77,1
/sayantikabanik/DataJourney/actions,42,1
/sayantikabanik/DataJourney/issues,37,1
/sayantikabanik/DataJourney/pull/53,34,6
/sayantikabanik/DataJourney/pulls,28,2
/sayantikabanik/DataJourney/issues/new,15,1
/sayantikabanik/DataJourney/tree/main/.github,14,3
/sayantikabanik/DataJourney/blob/main/README.md,13,1
/sayantikabanik/DataJourney/tree/main/.github/ISSUE_TEMPLATE,12,1
