referrer,views_total,views_unique
github.com,86,2
news.hada.io,61,44
habr.com,20,2
linkedin.com,20,1
com.linkedin.android,15,3
Google,7,3
sayantikabanik.substack.com,5,1
mail.google.com,3,2
news.dataelixir.com,2,2
com.google.android.gm,1,1
