time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-12 00:00:00+00:00,4,3,,
2023-08-13 00:00:00+00:00,5,4,,
2023-08-14 00:00:00+00:00,5,4,,
2023-08-15 00:00:00+00:00,6,5,,
2023-08-16 00:00:00+00:00,4,3,,
2023-08-17 00:00:00+00:00,5,4,,
2023-08-18 00:00:00+00:00,4,3,3.0,1.0
2023-08-19 00:00:00+00:00,4,3,1.0,1.0
2023-08-20 00:00:00+00:00,4,3,,
2023-08-21 00:00:00+00:00,5,4,,
2023-08-22 00:00:00+00:00,4,3,1.0,1.0
2023-08-23 00:00:00+00:00,6,4,,
2023-08-24 00:00:00+00:00,4,3,,
2023-08-25 00:00:00+00:00,2,1,,
